Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue
The Gymnast,31421,"[18, 10749]",1.934835,4/11/2006,FALSE,en,9,7.6,96,0,0
Voyage Into Space,138383,"[878, 10770]",1.1029,1/1/1970,FALSE,en,0,0,98,0,0
Open House,39959,"[18, 27, 53]",2.309634,8/3/2010,FALSE,en,15,4.8,88,0,0
Opera,20115,"[53, 27, 9648]",5.620949,12/19/1987,FALSE,it,83,6.6,107,8000000,0
The NeverEnding Story,34584,"[18, 10751, 14, 12]",9.581067,4/5/1984,FALSE,en,1120,7,102,27000000,20158808
Dil Diya Hai,157801,"[10749, 18]",1.593555,9/8/2006,FALSE,hi,3,4.7,126,0,0
Son in Law,13203,"[35, 18, 10749]",6.381064,7/2/1993,FALSE,en,83,5.6,95,0,36448200
A Bright Shining Lie,13923,"[18, 10752]",2.461376,1/1/1998,FALSE,en,7,6.1,118,0,0
Cannibal Ferox,8691,"[12, 27]",3.957797,4/24/1981,FALSE,en,63,5.3,93,0,0
Men in Black,607,"[28, 12, 35, 878]",14.091796,7/2/1997,FALSE,en,4835,6.9,98,90000000,589390539
Shiner,28943,"[18, 28, 80]",2.84935,9/22/2000,FALSE,en,12,5.2,99,0,0
The People Across the Lake,223269,[27],1.948796,10/3/1988,FALSE,en,3,6.3,95,0,0
It Nearly Wasn't Christmas,80689,"[18, 10770]",1.002383,12/1/1989,FALSE,en,0,0,100,0,0
Big Fat Liar,11870,"[35, 10751]",7.438193,2/8/2002,FALSE,en,216,5.5,88,15000000,52970014
The Church,40364,[27],5.173282,3/10/1989,FALSE,it,38,5.7,102,3500000,0
After Sex,17097,[35],7.591563,9/26/2007,FALSE,en,58,5.2,78,825000,0
Escape in the Fog,30102,"[9648, 53]",1.709093,4/5/1945,FALSE,en,6,3.7,65,0,0
Visible Secret,45480,"[14, 10769, 27, 9648]",1.159443,11/4/2001,FALSE,cn,3,8,89,0,1138807
Aelita: Queen of Mars,2973,"[878, 12, 18, 14]",2.554287,9/24/1924,FALSE,ru,16,5.7,120,0,0
Seven Footprints to Satan,27500,[],1.755049,1/27/1929,FALSE,en,3,7,77,0,0
Body and Soul,17487,[18],3.595187,11/9/1947,FALSE,en,26,6.3,104,0,0
Gaudi Afternoon,170400,[],2.552169,5/1/2001,FALSE,en,6,5.7,97,0,0
The Legend of Sleepy Hollow,43650,"[10751, 16]",2.325011,10/5/1949,FALSE,en,27,7.1,34,0,0
Ecstasy,91902,"[10749, 35, 80]",2.096768,9/10/2011,FALSE,en,13,4.8,99,0,0
With Six You Get Eggroll,39225,"[35, 10749, 10751]",2.248386,8/7/1968,FALSE,en,10,6.3,95,0,0
Falkenberg Farewell,25585,[18],2.154044,9/22/2006,FALSE,sv,9,6.6,91,0,0
Peg o' My Heart,162862,"[18, 10749]",1.247593,5/26/1933,FALSE,en,1,9,87,0,0
The Eye 2,24674,"[53, 27]",3.137611,3/18/2004,FALSE,cn,27,5.5,95,0,0
"Now You See Him, Now You Don't",24236,"[35, 10751]",6.000702,7/12/1972,FALSE,en,23,7.1,88,0,0
Ants in the Pants,9478,"[35, 10749]",4.63719,3/29/2000,FALSE,de,28,4.5,95,0,0
Magnificent Obsession,13457,"[18, 10749]",3.689099,8/7/1954,FALSE,en,28,6.9,108,0,0
Married to the Mob,2321,"[35, 80, 10749]",7.053869,8/19/1988,FALSE,en,70,5.8,104,10000000,21486757
Shutter,10885,"[27, 9648, 53]",8.063673,3/21/2008,FALSE,en,196,5.3,85,0,0
Graduation Day,27420,[27],3.186065,5/1/1981,FALSE,en,22,5,96,0,0
The Last American Virgin,27088,[35],6.915795,6/26/1982,FALSE,en,51,6.3,92,0,0
Neil Young: Heart of Gold,15675,"[99, 10402]",2.062026,2/10/2006,FALSE,en,6,8.2,99,0,0
Spectres of the Spectrum,19310,"[27, 35, 878]",1.001187,3/17/2000,FALSE,en,0,0,94,0,0
Koyla,160265,[],1.819758,4/6/1997,FALSE,hi,16,6.4,166,0,0
R.I.C.C.O.,294563,[],1.002353,10/22/2002,FALSE,en,0,0,0,0,0
Rising Damp,24577,[35],1.768996,5/3/1980,FALSE,en,4,5.4,98,0,0
The Grissom Gang,79645,"[18, 28, 53, 80]",2.193021,5/28/1971,FALSE,en,7,6.9,128,0,0
We Were Soldiers,10590,"[28, 36, 10752]",9.35838,3/1/2002,FALSE,en,563,6.8,138,75000000,114660784
The Mayor of Hell,100894,"[80, 18]",1.809773,6/24/1933,FALSE,en,8,6.6,90,229,0
Resistance,96944,"[10752, 18, 53]",2.432164,11/25/2011,FALSE,en,8,5.1,92,0,0
On a Clear Day You Can See Forever,38222,"[28, 18, 10751, 10749]",2.798683,6/17/1970,FALSE,en,13,6.2,129,0,0
Shaft's Big Score!,493,"[28, 12, 80, 9648]",1.873253,6/8/1972,FALSE,en,10,6.1,104,1978000,10000000
The Cover Girl Murders,297467,"[10770, 53]",1.027892,10/28/1993,FALSE,en,0,0,0,0,0
Final Descent,70180,[],1.287862,10/12/1997,FALSE,en,5,4.2,100,0,0
Calling Bobcat,248577,[35],1.584098,12/11/2000,FALSE,en,2,5.3,91,0,0
The Greatest Game Ever Played,15487,"[18, 10751]",6.600302,9/30/2005,FALSE,en,122,6.9,120,25000000,15431177
Gaydar,300707,"[10769, 10749, 35]",1.013226,10/3/2013,FALSE,en,0,0,87,0,0
Final Fantasy VII: Advent Children,647,"[28, 12, 16, 14]",9.928949,7/14/2005,FALSE,ja,307,6.7,101,0,0
George Carlin: You Are All Diseased,34513,"[35, 99, 10770]",2.040688,2/6/1999,FALSE,en,14,8,65,0,0
The Governess,96196,"[18, 10749]",1.949952,7/31/1998,FALSE,en,9,6.2,115,0,0
Wild Roomies,23594,"[35, 18, 10749]",2.349913,1/1/2004,FALSE,en,6,5.3,88,400000,0
Youngblood,17465,"[18, 10749]",6.237245,1/31/1986,FALSE,en,55,5.8,110,0,0
Blood Cult,85000,"[27, 9648]",1.129388,5/1/1985,FALSE,en,3,4.3,89,0,0
Armed and Dangerous,2620,"[28, 35, 80]",4.960952,8/15/1986,FALSE,en,47,5.3,88,12000000,15945534
Anna and the King of Siam,43471,"[18, 10749]",3.53179,8/11/1946,FALSE,en,11,5.8,128,0,0
Purgatory Flats,163985,[],1.490087,12/17/2003,FALSE,en,2,1,,0,0
Arsenal,388202,"[28, 80, 53]",7.949978,1/6/2017,FALSE,en,30,5,92,10000000,0
Deed Poll,2820,[53],1.958725,12/5/2004,FALSE,de,2,1,42,4500,0
The Detonator,24624,"[28, 53]",5.170104,4/25/2006,FALSE,en,30,4.2,91,15000000,0
Ripe,124843,[18],1.467235,9/10/1996,FALSE,en,4,4,92,0,0
Ninja III: The Domination,28148,"[27, 28]",2.169682,9/14/1984,FALSE,en,20,5.7,92,0,0
Tarzan and the Trappers,76080,"[28, 12, 10770]",1.449884,1/1/1958,FALSE,en,5,2.9,70,0,0
Crash of Moons,89998,"[28, 12, 878]",1.158781,7/10/1954,FALSE,en,3,3,78,0,0
An Ordinary Killer,45373,"[18, 53]",1.002354,11/11/2003,FALSE,en,0,0,0,0,0
The Cutting Edge,16562,"[35, 18, 10749]",4.916906,3/27/1992,FALSE,en,59,6.6,101,0,25105517
Flinch,179587,[],1.225137,11/22/1994,FALSE,en,1,4,88,0,0
Kill the Scream Queen,27800,[27],1.074586,10/1/2004,FALSE,en,2,0.8,74,5000,0
Visions of Sugarplums,204367,"[35, 18]",1.003455,11/29/2001,FALSE,en,0,0,78,0,0
Murder in the First,8438,"[80, 18]",7.865319,1/20/1995,FALSE,en,150,6.8,122,0,17381942
Code 46,2577,"[18, 10749, 878, 53]",6.768382,9/2/2003,FALSE,en,121,6.2,92,7500000,0
Voices of Iraq,66641,"[99, 10769, 10752]",1.040083,1/1/2004,FALSE,en,1,9,80,0,0
Crash,1640,[18],9.530707,5/6/2005,FALSE,en,1252,7.2,112,6500000,98410061
Acacia,308894,[],1.057806,6/12/2010,FALSE,ja,1,0.5,100,0,0
Moscow Zero,25974,"[28, 12, 80, 27]",2.364276,1/1/2006,FALSE,en,7,3.8,82,0,0
Headless Body in Topless Bar,96357,[80],1.001185,5/20/1995,FALSE,en,0,0,110,0,0
Paper Bullets,165847,"[80, 28]",1.309674,10/23/2000,FALSE,en,1,3.5,0,0,0
Moving McAllister,18035,"[35, 10749]",6.717533,9/13/2007,FALSE,en,16,5.1,89,0,0
9 Souls,16976,"[80, 35, 18, 12]",2.082097,7/19/2003,FALSE,ja,15,6.8,120,0,0
Happy Anniversary,139592,[35],1.645586,1/1/1962,FALSE,en,6,7,12,0,0
Nightbeast,66881,"[27, 878]",1.688431,11/1/1982,FALSE,en,10,3.1,81,14000,0
The Dagger of Kamui,48215,"[16, 28]",2.0395,1/1/1985,FALSE,ja,4,5.1,132,0,0
The Corndog Man,65571,"[18, 53]",1.076981,12/21/1999,FALSE,en,2,4.5,83,0,0
An Ideal Husband,24137,"[18, 35, 10749]",7.898403,4/15/1999,FALSE,en,49,6.3,97,14000000,18535191
The Body Shop,86276,"[878, 27]",1.328976,6/1/1972,FALSE,en,1,4,75,0,0
Closet Land,58648,[18],2.310729,3/6/1991,FALSE,en,11,6.6,94,4000000,259012
The Terrorizers,78450,[18],1.870688,1/1/1986,FALSE,zh,8,7.4,109,0,0
Swimming with Sharks,20306,"[80, 35]",6.171184,9/10/1994,FALSE,en,105,6.7,101,0,0
Princess Caraboo,37345,"[35, 18, 36, 9648]",2.060903,9/16/1994,FALSE,en,5,4.4,97,0,3021629
The Talented Mr. Ripley,1213,"[53, 80, 18]",9.255755,12/25/1999,FALSE,en,835,7.1,139,40000000,128798265
The Milpitas Monster,201712,[27],1.049435,5/21/1976,FALSE,en,1,6,80,0,0
Flatliners,400710,"[18, 878]",18.700337,9/28/2017,FALSE,en,92,5.4,110,19000000,9800000
Feeling Minnesota,12656,"[28, 35, 18, 53]",4.246005,9/13/1996,FALSE,en,34,5.5,99,0,0
Mexican Werewolf in Texas,36155,[27],1.503282,9/18/2005,FALSE,en,6,2.2,88,300000,0
You Stupid Man,24080,"[35, 18, 10749]",3.173381,1/1/2002,FALSE,en,20,5.7,95,0,0
Man in the Saddle,43378,[37],1.941486,12/2/1951,FALSE,en,4,5.6,87,0,0
Ten 'til Noon,14065,"[80, 53]",1.523468,2/3/2006,FALSE,en,5,5.1,88,750000,0
Death Machines,37571,[28],1.829066,9/14/1976,FALSE,en,7,5.6,93,0,0
Forbidden Fruit,72496,"[18, 10749]",1.131011,1/3/1921,FALSE,en,0,0,87,0,0
Parker Kane,338389,"[18, 80]",1.047747,8/5/1990,FALSE,en,0,0,91,0,0
Teenage Cavegirl,104740,[35],1.728689,11/16/2004,FALSE,en,4,4.4,80,0,0
Tamara,408033,[35],7.015759,10/26/2016,FALSE,fr,205,6.6,103,0,0
Guest House Paradiso,10482,[35],3.971335,12/3/1999,FALSE,en,42,6.3,89,0,0
Guest House Paradiso,10482,[35],3.971335,12/3/1999,FALSE,en,42,6.3,89,0,0
Ernest Saves Christmas,26386,"[35, 10751]",3.241214,11/11/1988,FALSE,en,47,4.9,95,6000000,28202109
Underworld: Rise of the Lycans,12437,"[14, 28, 12, 878, 53]",14.530579,1/22/2009,FALSE,en,1516,6.3,92,35000000,91353501
The Savage Bees,29105,"[27, 53]",1.276198,11/22/1976,FALSE,en,2,5,90,0,0
The Sailor Who Fell from Grace with the Sea,92298,"[18, 9648, 53]",1.786789,4/11/1976,FALSE,en,7,6.4,105,0,0
The Matinee Idol,75429,"[10749, 35]",1.082067,3/14/1928,FALSE,en,1,5,66,0,0
Partition,14608,"[18, 10769, 10749]",2.056393,2/2/2007,FALSE,en,6,6.4,116,0,0
Dor,44827,"[18, 10769]",1.511844,9/22/2006,FALSE,hi,6,7.2,124,0,0
9th Company,14097,"[18, 36, 10752, 28]",6.390352,9/19/2005,FALSE,ru,73,6.7,139,9500000,24000000
Mulholland Dr.,185789,"[53, 10770, 18, 9648]",4.717693,1/1/1999,FALSE,en,57,7.6,88,0,0
Our Betters,183886,"[35, 18, 10749]",1.624485,3/17/1933,FALSE,en,1,0,83,0,0
8MM 2,7295,"[53, 9648, 18]",3.776779,11/22/2005,FALSE,en,30,4.3,106,0,0
Coldblooded,32502,"[28, 35]",2.234184,9/15/1995,FALSE,en,13,6.7,92,0,0
The Miles Davis Story,61846,"[99, 10769, 10402]",1.001349,4/14/2001,FALSE,en,0,0,125,0,0
Utopia,66098,[18],1.9121,3/21/2003,FALSE,it,2,5.8,106,0,0
The Pest,17949,"[28, 35]",5.035058,2/7/1997,FALSE,en,35,5,82,17000000,0
Perfect Crime,222114,[9648],1.002027,7/7/1997,FALSE,en,0,0,88,0,0
555,82118,[27],1.242005,3/12/1988,FALSE,en,3,5,90,0,0
Carriers,25769,"[28, 18, 27, 878, 53]",7.115038,9/4/2009,FALSE,en,310,5.8,84,0,5802422
Bells of Innocence,36859,"[28, 12, 878, 53]",1.155117,1/1/2003,FALSE,en,4,1.3,110,0,0
Inhabited,96917,[27],1.441326,8/19/2003,FALSE,fr,4,3.9,0,0,0
Crystal Voyager,145160,[],1.000769,12/5/1973,FALSE,en,0,0,78,0,0
Club Wild Side,366565,"[10749, 18]",1.411135,2/21/1998,FALSE,en,2,5,101,0,0
Hellraiser: Bloodline,8766,"[27, 53, 878]",7.139444,3/8/1996,FALSE,en,117,4.9,86,4000000,16675000
Hot Summer in Barefoot County,96985,"[35, 28]",1.010238,7/1/1974,FALSE,en,0,0,90,0,0
Love Angels,105386,[],1.004292,9/7/1974,FALSE,en,0,0,81,0,0
Kill Me Tomorrow,87669,"[80, 53]",1.069262,5/1/1957,FALSE,en,1,5.5,80,0,0
Surprised Parties,460488,[],1.002309,5/30/1942,FALSE,en,0,0,0,0,0
Brighton Beach Memoirs,32060,"[35, 18, 10749]",2.54872,1/1/1986,FALSE,en,20,6.2,108,0,0
Don Quixote,207937,"[12, 35, 10749, 18]",2.509327,4/8/2000,FALSE,en,3,5.3,141,0,0
Nights in Rodanthe,14326,"[18, 10749]",6.280024,9/26/2008,FALSE,en,168,5.9,97,0,84375061
The Ex,13171,"[35, 10749]",5.36247,12/1/2006,FALSE,en,66,5,90,0,3091922
Constellation,46268,"[18, 10749]",1.042766,2/1/2007,FALSE,en,1,6,96,0,0
Mister Lonely,16135,"[35, 18]",3.270051,12/17/2008,FALSE,en,25,6.8,112,0,0
Flareup,126405,[53],1.153251,11/10/1969,FALSE,en,2,6,100,0,0
Facing Windows,29987,"[18, 10749]",4.458314,2/27/2003,FALSE,it,57,6.9,106,0,15530077
Bowery Blitzkrieg,38347,"[35, 80, 18]",1.644177,8/1/1941,FALSE,en,2,6.5,62,0,0
Naach,117357,"[18, 10749, 10769]",1.397577,11/12/2004,FALSE,en,2,3,145,0,0
Aussie Park Boyz,30375,"[28, 10769]",1.108882,1/1/2004,FALSE,en,2,6,103,0,0
River Queen,24671,"[12, 10752]",1.959461,9/12/2005,FALSE,en,9,6.7,114,0,0
"Good Morning, Night",301206,[],1.0375,11/6/1990,FALSE,en,0,0,18,0,0
An American Werewolf in Paris,9406,"[27, 35]",8.259233,12/25/1997,FALSE,en,161,5.2,105,22000000,26570463
Goin' Down to South Park,352637,"[10770, 99]",1.06256,5/3/1999,FALSE,en,1,7,51,0,0
American Perfekt,55902,"[28, 53]",1.150534,3/1/1997,FALSE,en,1,5,100,0,0
Shakalaka Boom Boom,46417,"[18, 10769, 10749]",1.057739,5/6/2007,FALSE,en,1,3,0,0,0
Cleaner,13252,"[80, 53, 9648]",8.846163,9/11/2007,FALSE,en,218,5.9,88,25000000,0
Hell to Pay,144978,[37],1.089061,8/12/2005,FALSE,en,1,10,100,0,0
Not Quite Human,20473,"[35, 10751, 878]",2.573074,6/19/1987,FALSE,en,12,5.3,97,0,0
North Shore,22915,"[28, 18, 10749]",2.471918,8/14/1987,FALSE,en,14,5,96,0,3832228
Hoods,143963,"[18, 35]",1.625547,8/5/1998,FALSE,en,1,10,90,0,0
Carmen,111322,"[35, 18, 10749]",2.031371,1/1/1985,FALSE,es,3,5,18,0,0
The Merchant of Four Seasons,10309,[18],2.975155,11/4/1971,FALSE,de,21,7.2,88,0,0
Thirst,61689,"[27, 10749, 878, 53]",4.806869,9/28/1979,FALSE,en,14,4.9,95,0,0
Bundle of Joy,43257,"[35, 10402]",1.756663,12/12/1956,FALSE,en,5,7,98,0,0
Killer Diller,23042,"[35, 18, 10402]",1.642606,1/1/1948,FALSE,en,2,5.5,73,0,0
Erotic Nightmare,129123,[27],1.871397,5/1/1999,FALSE,cn,0,0,88,0,0
Desire Under the Elms,77960,"[18, 10749]",1.376034,3/12/1958,FALSE,fr,3,4,111,0,0
The Younger Brothers,129461,[37],1.013934,5/3/1949,FALSE,en,0,0,78,0,0
Fruits of Passion,64252,[18],3.753498,6/3/1981,FALSE,en,9,5.6,83,0,0
Survival Island,9753,"[27, 12, 18, 53]",3.221197,1/1/2005,FALSE,en,36,4.9,95,9000000,0
House Party 4: Down to the Last Minute,42354,[35],1.560362,1/1/2001,FALSE,en,5,3.8,96,0,0
Penetration Angst,52326,[],1.720381,7/20/2003,FALSE,de,4,2.6,102,0,0
Ill Gotten Gains,102406,[18],1.001694,12/5/1997,FALSE,en,0,0,101,0,0
"Farewell, Home Sweet Home",4962,"[18, 35, 10749, 10769]",1.810693,12/1/1999,FALSE,fr,5,3.6,118,0,0
"Corrina, Corrina",10464,"[35, 18, 10751, 10749]",5.208745,8/12/1994,FALSE,en,92,6.5,115,0,0
Spirit of the Marathon,27907,[99],1.212857,1/24/2008,FALSE,en,4,6.9,104,0,0
Paris Trout,54191,[],1.732476,4/21/1991,FALSE,en,3,5.3,93,0,0
Terror in the Tropics,461423,"[35, 27, 53]",1.00353,1/31/2006,FALSE,en,0,0,57,0,0
They Call Me Trinity,9394,"[28, 35, 37]",6.658086,12/22/1970,FALSE,it,302,7.5,106,0,0
Moscow on the Hudson,23111,"[35, 18, 10749]",6.042349,6/4/1984,FALSE,en,53,6.3,115,0,25100000
Ghost Fever,144351,"[27, 35]",1.635053,3/27/1987,FALSE,en,2,2,86,0,0
The Love Machine,419590,"[18, 53]",5.962884,8/23/2016,FALSE,en,3,6,81,0,0
Blonde Venus,34474,[18],2.743304,9/9/1932,FALSE,en,23,6.5,93,0,0
...And the Earth Did Not Swallow Him,274544,[18],1.054331,5/5/1995,FALSE,en,1,6,99,0,0
Fur: An Imaginary Portrait of Diane Arbus,18615,"[18, 9648, 10749]",7.260502,8/30/2006,FALSE,en,80,6,122,16800000,2281089
Fields of Gold,392542,"[18, 53]",1.826846,6/8/2002,FALSE,en,0,0,180,0,0
Across the Wide Missouri,34269,"[12, 37]",5.383021,10/1/1951,FALSE,en,7,4.9,78,0,0
Sorte Nula,50238,"[9648, 80]",1.143764,12/9/2004,FALSE,pt,4,6.3,85,0,0
Jurassic Park,329,"[12, 878]",13.892319,6/11/1993,FALSE,en,5292,7.6,127,63000000,920100000
The Secret Life: Jeffrey Dahmer,47044,[],1.541442,1/1/1993,FALSE,en,3,3.8,99,0,0
The Kid,10098,"[35, 18]",8.664336,1/21/1921,FALSE,en,442,8,68,250000,2500000
Motorama,49410,[35],2.51258,9/10/1991,FALSE,en,14,6.3,90,0,0
Lajja,56317,"[18, 10769]",1.104796,9/19/2001,FALSE,en,2,5.5,165,0,0
Mr. Baseball,18722,"[35, 10749]",3.27487,10/1/1992,FALSE,en,39,5.8,108,0,20000000
Space Raiders,7269,"[28, 12, 878]",2.093692,7/1/1983,FALSE,en,14,4.4,84,0,0
In Search of Historic Jesus,98132,"[99, 18]",1.169414,8/1/1979,FALSE,en,0,0,91,0,0
Hands of the Ripper,53045,"[27, 53]",2.425151,10/17/1971,FALSE,en,18,5.8,85,0,0
00 Schneider - Jagd auf Nihil Baxter,1652,"[35, 80]",3.074422,12/21/1994,FALSE,de,18,6.5,92,0,0
The 27th Day,30299,[878],2.1429,1/7/1957,FALSE,en,7,6.1,75,0,0
Game Box 1.0,34112,"[27, 878]",1.356164,1/1/2004,FALSE,en,10,4.2,83,0,0
Black Dragons,22741,"[27, 10752]",1.225684,3/6/1942,FALSE,en,2,6,64,0,0
The Man with the Golden Arm,541,"[80, 18, 10749]",4.650909,12/14/1955,FALSE,en,56,7.1,119,0,0
The Black Swan,29882,"[28, 12]",3.323043,12/4/1942,FALSE,en,18,6.2,87,0,0
Brain of Blood,42477,"[27, 878]",1.045137,8/1/1971,FALSE,en,1,1,87,0,0
Persepolis,2011,"[16, 18]",6.572082,5/23/2007,FALSE,fr,502,7.7,95,7300000,0
Ritual,41235,[27],2.13476,1/1/2002,FALSE,en,20,3.7,99,0,0
Alien Warrior,119525,"[80, 878, 28]",1.143374,11/10/1986,FALSE,en,1,5,100,0,0
Spiral,18467,"[18, 53]",3.540364,1/1/2007,FALSE,en,23,6.6,90,1500000,0
The Desert Fox: The Story of Rommel,26205,"[28, 18, 36, 10752]",3.609389,10/16/1951,FALSE,en,26,6.5,88,0,0
Berlin am Meer,5354,"[10749, 18]",1.141832,10/1/2007,FALSE,de,3,8,95,0,0
Slipstream,24029,[878],3.122894,2/3/2005,FALSE,en,21,4.6,89,0,0
The Shanghai Cobra,38465,"[9648, 53]",1.802149,9/29/1945,FALSE,en,6,4.4,64,0,0
Terror in a Texas Town,46681,"[28, 37]",1.858131,9/1/1958,FALSE,en,14,7.1,80,0,0
Dreamland,385738,"[10749, 35, 18]",3.400742,4/14/2016,FALSE,en,3,7.3,89,0,0
The Amazing Captain Nemo,1851,"[14, 878, 12, 10770]",1.133388,3/8/1978,FALSE,en,1,4,98,0,0
Who's That Girl,26827,[35],5.394197,8/7/1987,FALSE,en,53,5.1,92,0,7305209
Wild Thing,85798,"[53, 28]",2.086654,4/17/1987,FALSE,en,6,6.1,92,0,0
The Thing That Couldn't Die,47001,[27],1.317879,6/27/1958,FALSE,en,8,7.5,69,0,0
The Jackie Robinson Story,43392,"[18, 10751]",1.261918,5/16/1950,FALSE,en,4,6.8,76,0,0
Always,11352,"[14, 18, 10749]",7.616282,12/22/1989,FALSE,en,139,6,122,31000000,74134790
Strange Fruit,268149,"[16, 18]",1.070671,4/19/2014,FALSE,en,1,7,7,0,0
Moran of the Lady Letty,126578,[12],1.00152,2/5/1922,FALSE,en,0,0,68,0,0
Clash by Night,24003,[18],3.204707,6/16/1952,FALSE,en,19,6.8,105,0,0
Loaded,14607,"[28, 80, 18, 53]",2.411495,3/25/2008,FALSE,en,15,3.8,98,0,0
Spider-Man: The Dragon's Challenge,225938,"[28, 12, 80, 14, 10770]",2.25601,6/25/1981,FALSE,en,7,4.1,0,0,0
You Were Never Lovelier,43787,"[10402, 10749, 35]",1.860066,11/19/1942,FALSE,en,9,7.8,97,0,0
The Sleeping Dictionary,25988,"[18, 10749]",4.514014,1/31/2003,FALSE,en,43,6.3,109,0,0
Eliza's Horoscope,409687,[],1.037412,1/1/1975,FALSE,en,1,5,120,0,0
Judas Kiss,37516,"[53, 80, 18]",3.237886,9/16/1998,FALSE,en,9,5.3,97,0,0
Open Range,2055,[37],6.868465,8/29/2003,FALSE,en,281,7.1,139,22000000,68296293
Sappy Bull Fighters,117390,[35],1.001796,6/4/1959,FALSE,en,0,0,16,0,0
The 9/11 Commission Report,136469,"[18, 53]",1.273212,9/5/2006,FALSE,pt,7,2.7,86,0,0
Killing Zoe,507,"[28, 80, 18, 53]",6.323353,10/1/1993,FALSE,en,117,6.1,96,1500000,418961
The Ghosts of Angela Webb,27802,"[18, 27, 53]",1.181384,3/29/2005,FALSE,en,1,0.5,90,0,0
Deadly Prey,5753,"[53, 28]",1.945993,11/2/1987,FALSE,en,18,5.2,88,0,0
Knute Rockne All American,43812,[18],1.840916,10/5/1940,FALSE,en,8,6.2,98,0,0
Ray,1677,"[18, 10402]",7.299801,10/29/2004,FALSE,en,524,7.2,152,40000000,124731534
Slayer,65823,"[28, 27, 878]",1.189772,7/8/2006,FALSE,en,1,3,0,0,0
Angel of Death 2: The Prison Island Massacre,287033,[27],2.727962,1/15/2007,FALSE,de,0,0,124,0,0
Tenacious D in The Pick of Destiny,2179,"[35, 10402]",6.583977,11/22/2006,FALSE,en,453,6.6,93,22000000,13405595
Galaxina,33155,"[35, 878]",2.769175,6/6/1980,FALSE,en,17,3.4,95,5500000,4865000
Of Freaks and Men,84002,"[35, 18]",2.364654,5/20/1998,FALSE,ru,15,6,93,0,0
Hard Justice,324244,[],1,1/1/1988,FALSE,en,0,0,90,0,0
Lethal Panther 2,126261,"[10769, 28]",1.133292,10/1/1993,FALSE,en,2,5,0,0,0
"Watch the Skies!: Science Fiction, the 1950s and Us",171118,[],1.005424,7/5/2005,FALSE,en,0,0,56,0,0
The Puffy Chair,24055,"[18, 35, 10749]",1.830453,1/17/2005,FALSE,en,16,6.3,85,0,0
Bongwater,14887,"[35, 10749]",3.118673,1/1/1997,FALSE,en,13,4.9,97,0,0
Dagon,10836,"[14, 27, 53]",6.245662,10/12/2001,FALSE,en,82,6.4,95,4800000,0
Blood and Chocolate,10075,"[18, 14, 27, 10749]",6.71389,1/26/2007,FALSE,en,99,5.5,98,0,0
Anna Boleyn,55644,"[36, 18]",1.425722,12/3/1920,FALSE,de,6,8.3,118,0,0
The Edge of Love,14061,"[18, 36, 10749]",6.148733,5/15/2008,FALSE,en,92,6.1,110,0,0
Louisiana Purchase,97818,[35],1.363866,12/25/1941,FALSE,en,2,7.5,98,0,0
Dirty Dancing,444902,"[10402, 18, 10749, 10770]",12.692461,5/24/2017,FALSE,en,76,5.2,130,0,0
The Kindred,48660,"[27, 878]",1.829563,1/9/1987,FALSE,en,7,5.9,91,0,0
If... Dog... Rabbit,224538,"[53, 80, 18]",1.813784,9/29/1999,FALSE,en,1,5,108,0,0
Mute Witness,48787,[53],3.169864,9/28/1995,FALSE,en,38,6.4,95,0,0
Second Glance,46306,[18],1.186262,1/1/1992,FALSE,en,3,2.8,50,0,0
Operation Delta Force 2: Mayday,63264,[28],1.085146,1/1/1998,FALSE,en,1,0,,0,0
Fixed Bayonets!,46875,"[28, 18, 10752]",1.650912,11/21/1951,FALSE,en,8,6.2,92,0,0
Summer of My German Soldier,263087,"[10770, 18]",1.15905,10/29/1978,FALSE,en,2,7,100,0,0
Salvador Allende,72553,[99],1.351099,9/8/2004,FALSE,es,5,6.4,100,0,0
Sex Is Comedy,53244,"[35, 18]",2.782306,6/5/2002,FALSE,fr,10,6.1,94,0,0
Dhund: The Fog,71064,"[12, 53, 18]",1.008046,2/21/2003,FALSE,hi,0,0,153,0,0
The Messengers,9966,"[9648, 53, 27]",6.930577,2/2/2007,FALSE,en,230,5.6,90,16000000,1109660
Gypsy,39391,"[35, 18, 10402]",4.766702,12/1/1962,FALSE,en,20,6.5,143,0,0
Rowing with the Wind,80047,"[27, 18, 10749, 53]",1.385155,1/1/1988,FALSE,es,5,4.2,126,0,0
Man Dancin',77288,[18],1.075062,2/20/2004,FALSE,en,1,4,153,0,0
Oldboy,87516,"[18, 53, 9648, 28]",7.046514,11/14/2013,FALSE,en,669,5.9,104,30000000,4861022
Baghban,39839,"[18, 10769]",2.652122,1/1/2003,FALSE,hi,23,6.2,183,0,1100000
The Wooden Camera,64190,"[18, 10751, 10769]",1.109209,7/28/2004,FALSE,en,3,7,92,0,0
Jefferson in Paris,87729,"[18, 10749]",1.635022,3/31/1995,FALSE,en,10,5.2,139,14000000,2474000
Ten Minutes Older: The Trumpet,23676,"[99, 18]",1.705727,5/18/2002,FALSE,en,8,6.8,92,0,0
Loggerheads,19965,[18],2.408686,10/14/2005,FALSE,en,8,6.7,95,0,0
All About Lily Chou-Chou,16664,"[35, 18, 10769, 10749]",3.384719,9/7/2001,FALSE,ja,42,6.6,146,0,0
